"Month","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesAll","NumberWithin4HoursAll","NumberOver4HoursAll","PercentageWithin4HoursAll","NumberOfAttendancesEpisode","NumberOfAttendancesEpisodeQF","NumberWithin4HoursEpisode","NumberWithin4HoursEpisodeQF","NumberOver4HoursEpisode","NumberOver4HoursEpisodeQF","PercentageWithin4HoursEpisode","PercentageWithin4HoursEpisodeQF","NumberOver8HoursEpisode","NumberOver8HoursEpisodeQF","PercentageOver8HoursEpisode","PercentageOver8HoursEpisodeQF","NumberOver12HoursEpisode","NumberOver12HoursEpisodeQF","PercentageOver12HoursEpisode","PercentageOver12HoursEpisodeQF"
"200709","S92000003","S08000016","B103H","Minor Injury Unit or Other",19,19,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000016","B105H","Minor Injury Unit or Other",106,106,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000016","B114H","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000016","B118H","Minor Injury Unit or Other",87,87,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000016","B120H","Emergency Department",2028,2016,12,99.4,2028,"",2016,"",12,"",99.4,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000017","Y101H","Minor Injury Unit or Other",59,59,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000017","Y106H","Minor Injury Unit or Other",44,44,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000017","Y109H","Minor Injury Unit or Other",12,12,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000017","Y110H","Minor Injury Unit or Other",63,63,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000017","Y144H","Emergency Department",1064,1046,18,98.3,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000017","Y146H","Emergency Department",2909,2835,74,97.5,2909,"",2835,"",74,"",97.5,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000029","F704H","Emergency Department",3837,3646,191,95,3837,"",3646,"",191,"",95,"",12,"",0.3,"",1,"",0,""
"200709","S92000003","S08000029","F708H","Minor Injury Unit or Other",147,147,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000029","F709H","Minor Injury Unit or Other",309,308,1,99.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000029","F805H","Emergency Department",3393,3289,104,96.9,3393,"",3289,"",104,"",96.9,"",3,"",0.1,"",1,"",0,""
"200709","S92000003","S08000019","V102H","Minor Injury Unit or Other",1813,1808,5,99.7,1813,"",1808,"",5,"",99.7,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000019","V201H","Emergency Department",4301,4012,289,93.3,4301,"",4012,"",289,"",93.3,"",10,"",0.2,"",0,"",0,""
"200709","S92000003","S08000020","N101H","Emergency Department",5246,5038,208,96,5246,"",5038,"",208,"",96,"",16,"",0.3,"",4,"",0.1,""
"200709","S92000003","S08000020","N121H","Emergency Department",1486,1480,6,99.6,1486,"",1480,"",6,"",99.6,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000020","N151H","Minor Injury Unit or Other",89,89,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N331H","Minor Injury Unit or Other",64,64,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N332H","Minor Injury Unit or Other",70,70,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N333H","Minor Injury Unit or Other",1108,1107,1,99.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N334H","Minor Injury Unit or Other",845,842,3,99.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N335H","Minor Injury Unit or Other",259,259,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N336H","Minor Injury Unit or Other",185,185,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N337H","Minor Injury Unit or Other",343,343,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N411H","Emergency Department",1963,1838,125,93.6,1963,"",1838,"",125,"",93.6,"",6,"",0.3,"",1,"",0.1,""
"200709","S92000003","S08000020","N431H","Minor Injury Unit or Other",76,76,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N432H","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N433H","Minor Injury Unit or Other",106,106,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N434H","Minor Injury Unit or Other",74,74,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N451H","Minor Injury Unit or Other",39,39,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000020","N494H","Minor Injury Unit or Other",139,139,0,100,139,"",139,"",0,"",100,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000031","C206H","Minor Injury Unit or Other",1224,1218,6,99.5,1224,"",1218,"",6,"",99.5,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000031","C313H","Emergency Department",2616,2581,35,98.7,2616,"",2581,"",35,"",98.7,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000031","C418H","Emergency Department",5690,5481,209,96.3,5690,"",5481,"",209,"",96.3,"",7,"",0.1,"",0,"",0,""
"200709","S92000003","S08000031","G107H","Emergency Department",6032,5631,401,93.4,6032,"",5631,"",401,"",93.4,"",18,"",0.3,"",4,"",0.1,""
"200709","S92000003","S08000031","G207H","Emergency Department",3410,3262,148,95.7,3410,"",3262,"",148,"",95.7,"",3,"",0.1,"",0,"",0,""
"200709","S92000003","S08000031","G306H","Emergency Department",5838,5712,126,97.8,5838,"",5712,"",126,"",97.8,"",1,"",0,"",0,"",0,""
"200709","S92000003","S08000031","G405H","Emergency Department",4043,3854,189,95.3,4043,"",3854,"",189,"",95.3,"",3,"",0.1,"",0,"",0,""
"200709","S92000003","S08000031","G513H","Emergency Department",3168,3123,45,98.6,3168,"",3123,"",45,"",98.6,"",1,"",0,"",1,"",0,""
"200709","S92000003","S08000031","G516H","Emergency Department",4848,4524,324,93.3,4848,"",4524,"",324,"",93.3,"",15,"",0.3,"",3,"",0.1,""
"200709","S92000003","S08000022","C103B","Minor Injury Unit or Other",541,537,4,99.3,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","C106H","Minor Injury Unit or Other",554,554,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","C108H","Minor Injury Unit or Other",77,75,2,97.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","C110H","Minor Injury Unit or Other",266,264,2,99.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","C113H","Minor Injury Unit or Other",386,382,4,99,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","C117J","Minor Injury Unit or Other",35,34,1,97.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","C121H","Emergency Department",557,552,5,99.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H101H","Minor Injury Unit or Other",204,204,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H103H","Emergency Department",478,475,3,99.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H106H","Minor Injury Unit or Other",43,43,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H202H","Emergency Department",2611,2556,55,97.9,2611,"",2556,"",55,"",97.9,"",1,"",0,"",0,"",0,""
"200709","S92000003","S08000022","H208H","Minor Injury Unit or Other",237,236,1,99.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H210H","Minor Injury Unit or Other",122,122,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H212H","Emergency Department",761,749,12,98.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H214H","Minor Injury Unit or Other",244,237,7,97.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H215H","Minor Injury Unit or Other",117,116,1,99.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H217H","Minor Injury Unit or Other",196,196,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H219H","Minor Injury Unit or Other",76,75,1,98.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000022","H227B","Minor Injury Unit or Other",123,123,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000032","L106H","Emergency Department",5495,5384,111,98,5495,"",5384,"",111,"",98,"",4,"",0.1,"",0,"",0,""
"200709","S92000003","S08000032","L206H","Minor Injury Unit or Other",161,161,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000032","L207H","Minor Injury Unit or Other",228,228,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000032","L302H","Emergency Department",4752,4530,222,95.3,4752,"",4530,"",222,"",95.3,"",50,"",1.1,"",27,"",0.6,""
"200709","S92000003","S08000032","L308H","Emergency Department",5511,5420,91,98.3,5511,"",5420,"",91,"",98.3,"",5,"",0.1,"",0,"",0,""
"200709","S92000003","S08000024","S116H","Minor Injury Unit or Other",3001,2785,216,92.8,3001,"",2785,"",216,"",92.8,"",11,"",0.4,"",1,"",0,""
"200709","S92000003","S08000024","S308H","Emergency Department",3999,3937,62,98.4,3999,"",3937,"",62,"",98.4,"",2,"",0.1,"",0,"",0,""
"200709","S92000003","S08000024","S314H","Emergency Department",8887,8229,658,92.6,8887,"",8229,"",658,"",92.6,"",27,"",0.3,"",1,"",0,""
"200709","S92000003","S08000024","S319H","Emergency Department",2902,2880,22,99.2,2902,"",2880,"",22,"",99.2,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000025","R103H","Minor Injury Unit or Other",242,242,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000026","Z102H","Emergency Department",713,691,22,96.9,713,"",691,"",22,"",96.9,"",3,"",0.4,"",2,"",0.3,""
"200709","S92000003","S08000030","T101H","Emergency Department",4113,4086,27,99.3,4113,"",4086,"",27,"",99.3,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000030","T202H","Emergency Department",2142,2118,24,98.9,2142,"",2118,"",24,"",98.9,"",1,"",0,"",0,"",0,""
"200709","S92000003","S08000030","T208H","Minor Injury Unit or Other",57,57,0,100,57,"",57,"",0,"",100,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000030","T209H","Minor Injury Unit or Other",170,170,0,100,170,"",170,"",0,"",100,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000030","T304H","Minor Injury Unit or Other",783,782,1,99.9,783,"",782,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000030","T305H","Minor Injury Unit or Other",164,164,0,100,164,"",164,"",0,"",100,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000030","T319H","Minor Injury Unit or Other",434,432,2,99.5,434,"",432,"",2,"",99.5,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000030","T357C","Minor Injury Unit or Other",375,375,0,100,375,"",375,"",0,"",100,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000028","W106H","Minor Injury Unit or Other",16,16,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200709","S92000003","S08000028","W107H","Emergency Department",689,664,25,96.4,689,"",664,"",25,"",96.4,"",0,"",0,"",0,"",0,""
"200709","S92000003","S08000028","W108H","Minor Injury Unit or Other",106,106,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000015","A101H","Minor Injury Unit or Other",165,165,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000015","A110H","Minor Injury Unit or Other",74,74,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000015","A111H","Emergency Department",5481,5374,107,98,5481,"",5374,"",107,"",98,"",3,"",0.1,"",1,"",0,""
"200710","S92000003","S08000015","A207H","Minor Injury Unit or Other",83,83,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000015","A210H","Emergency Department",3452,3304,148,95.7,3452,"",3304,"",148,"",95.7,"",1,"",0,"",0,"",0,""
"200710","S92000003","S08000016","B103H","Minor Injury Unit or Other",13,13,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000016","B105H","Minor Injury Unit or Other",88,88,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000016","B114H","Minor Injury Unit or Other",26,26,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000016","B118H","Minor Injury Unit or Other",96,96,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000016","B120H","Emergency Department",1912,1895,17,99.1,1912,"",1895,"",17,"",99.1,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000017","Y101H","Minor Injury Unit or Other",63,63,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000017","Y106H","Minor Injury Unit or Other",51,51,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000017","Y109H","Minor Injury Unit or Other",13,13,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000017","Y110H","Minor Injury Unit or Other",61,61,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000017","Y144H","Emergency Department",913,890,23,97.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000017","Y146H","Emergency Department",2760,2724,36,98.7,2760,"",2724,"",36,"",98.7,"",1,"",0,"",0,"",0,""
"200710","S92000003","S08000029","F704H","Emergency Department",3726,3629,97,97.4,3726,"",3629,"",97,"",97.4,"",1,"",0,"",0,"",0,""
"200710","S92000003","S08000029","F708H","Minor Injury Unit or Other",149,149,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000029","F709H","Minor Injury Unit or Other",319,319,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000029","F805H","Emergency Department",3358,3275,83,97.5,3358,"",3275,"",83,"",97.5,"",3,"",0.1,"",0,"",0,""
"200710","S92000003","S08000019","V102H","Minor Injury Unit or Other",1812,1810,2,99.9,1812,"",1810,"",2,"",99.9,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000019","V201H","Emergency Department",4018,3940,78,98.1,4018,"",3940,"",78,"",98.1,"",3,"",0.1,"",0,"",0,""
"200710","S92000003","S08000020","N101H","Emergency Department",5279,5144,135,97.4,5279,"",5144,"",135,"",97.4,"",9,"",0.2,"",1,"",0,""
"200710","S92000003","S08000020","N121H","Emergency Department",1341,1340,1,99.9,1341,"",1340,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000020","N151H","Minor Injury Unit or Other",58,58,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N331H","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N332H","Minor Injury Unit or Other",51,51,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N333H","Minor Injury Unit or Other",1022,1022,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N334H","Minor Injury Unit or Other",933,929,4,99.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N335H","Minor Injury Unit or Other",241,241,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N336H","Minor Injury Unit or Other",168,168,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N337H","Minor Injury Unit or Other",318,318,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N411H","Emergency Department",1881,1838,43,97.7,1881,"",1838,"",43,"",97.7,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000020","N431H","Minor Injury Unit or Other",87,87,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N432H","Minor Injury Unit or Other",23,23,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N433H","Minor Injury Unit or Other",110,110,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N434H","Minor Injury Unit or Other",41,41,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N451H","Minor Injury Unit or Other",25,25,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000020","N494H","Minor Injury Unit or Other",125,125,0,100,125,"",125,"",0,"",100,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000031","C206H","Minor Injury Unit or Other",1196,1193,3,99.7,1196,"",1193,"",3,"",99.7,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000031","C313H","Emergency Department",2645,2590,55,97.9,2645,"",2590,"",55,"",97.9,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000031","C418H","Emergency Department",5797,5579,218,96.2,5797,"",5579,"",218,"",96.2,"",4,"",0.1,"",0,"",0,""
"200710","S92000003","S08000031","G107H","Emergency Department",6562,6174,388,94.1,6562,"",6174,"",388,"",94.1,"",15,"",0.2,"",0,"",0,""
"200710","S92000003","S08000031","G207H","Emergency Department",3577,3434,143,96,3577,"",3434,"",143,"",96,"",1,"",0,"",0,"",0,""
"200710","S92000003","S08000031","G306H","Emergency Department",5788,5676,112,98.1,5788,"",5676,"",112,"",98.1,"",2,"",0,"",1,"",0,""
"200710","S92000003","S08000031","G405H","Emergency Department",4028,3852,176,95.6,4028,"",3852,"",176,"",95.6,"",3,"",0.1,"",0,"",0,""
"200710","S92000003","S08000031","G513H","Emergency Department",3316,3249,67,98,3316,"",3249,"",67,"",98,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000031","G516H","Emergency Department",5270,4876,394,92.5,5270,"",4876,"",394,"",92.5,"",21,"",0.4,"",3,"",0.1,""
"200710","S92000003","S08000022","C103B","Minor Injury Unit or Other",489,488,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","C106H","Minor Injury Unit or Other",521,520,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","C108H","Minor Injury Unit or Other",80,79,1,98.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","C110H","Minor Injury Unit or Other",299,290,9,97,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","C113H","Minor Injury Unit or Other",284,279,5,98.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","C117J","Minor Injury Unit or Other",66,65,1,98.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","C121H","Emergency Department",496,494,2,99.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H101H","Minor Injury Unit or Other",191,191,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H103H","Emergency Department",477,473,4,99.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H106H","Minor Injury Unit or Other",70,70,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H202H","Emergency Department",2360,2337,23,99,2360,"",2337,"",23,"",99,"",2,"",0.1,"",0,"",0,""
"200710","S92000003","S08000022","H208H","Minor Injury Unit or Other",195,195,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H210H","Minor Injury Unit or Other",79,78,1,98.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H212H","Emergency Department",791,781,10,98.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H214H","Minor Injury Unit or Other",213,207,6,97.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H215H","Minor Injury Unit or Other",120,120,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H217H","Minor Injury Unit or Other",169,169,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H219H","Minor Injury Unit or Other",83,83,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000022","H227B","Minor Injury Unit or Other",149,149,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000032","L106H","Emergency Department",5627,5417,210,96.3,5627,"",5417,"",210,"",96.3,"",7,"",0.1,"",0,"",0,""
"200710","S92000003","S08000032","L206H","Minor Injury Unit or Other",160,160,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000032","L207H","Minor Injury Unit or Other",133,133,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000032","L302H","Emergency Department",4461,4296,165,96.3,4461,"",4296,"",165,"",96.3,"",20,"",0.4,"",5,"",0.1,""
"200710","S92000003","S08000032","L308H","Emergency Department",5575,5479,96,98.3,5575,"",5479,"",96,"",98.3,"",4,"",0.1,"",1,"",0,""
"200710","S92000003","S08000024","S116H","Minor Injury Unit or Other",2934,2745,189,93.6,2934,"",2745,"",189,"",93.6,"",8,"",0.3,"",0,"",0,""
"200710","S92000003","S08000024","S308H","Emergency Department",3871,3796,75,98.1,3871,"",3796,"",75,"",98.1,"",2,"",0.1,"",0,"",0,""
"200710","S92000003","S08000024","S314H","Emergency Department",8971,8438,533,94.1,8971,"",8438,"",533,"",94.1,"",13,"",0.1,"",0,"",0,""
"200710","S92000003","S08000024","S319H","Emergency Department",2956,2928,28,99.1,2956,"",2928,"",28,"",99.1,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000025","R103H","Minor Injury Unit or Other",199,199,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"200710","S92000003","S08000026","Z102H","Emergency Department",676,670,6,99.1,676,"",670,"",6,"",99.1,"",1,"",0.1,"",0,"",0,""
"200710","S92000003","S08000030","T101H","Emergency Department",4057,4025,32,99.2,4057,"",4025,"",32,"",99.2,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000030","T202H","Emergency Department",2105,2071,34,98.4,2105,"",2071,"",34,"",98.4,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000030","T208H","Minor Injury Unit or Other",52,52,0,100,52,"",52,"",0,"",100,"",0,"",0,"",0,"",0,""
"200710","S92000003","S08000030","T209H","Minor Injury Unit or Other",116,116,0,100,116,"",116,"",0,"",100,"",0,"",0,"",0,"",0,""
