Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2019Q1,,S08000015,,A111H,,Elective Inpatients,,2,,189,438,2.31746031746032,,205,590,2.8780487804878,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,2,,180,373,2.07222222222222,,190,521,2.74210526315789,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,2,,165,333,2.01818181818182,,185,484,2.61621621621622,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,2,,163,409,2.50920245398773,,175,540,3.08571428571429,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,2,,110,265,2.40909090909091,,125,644,5.152,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,2,,30,115,3.83333333333333,,25,110,4.4,
2020Q3,,S08000015,,A111H,,Elective Inpatients,,2,,55,253,4.6,,60,404,6.73333333333333,
2020Q4,,S08000015,,A111H,,Elective Inpatients,,2,,45,200,4.44444444444444,,55,262,4.76363636363636,
2021Q1,,S08000015,,A111H,,Elective Inpatients,,2,,25,98,3.92,,30,141,4.7,
2021Q2,,S08000015,,A111H,,Elective Inpatients,,2,,50,86,1.72,,65,113,1.73846153846154,
2021Q3,,S08000015,,A111H,,Elective Inpatients,,2,,35,130,3.71428571428571,,45,177,3.93333333333333,
2021Q4,,S08000015,,A111H,,Elective Inpatients,,2,,25,47,1.88,,30,159,5.3,
2022Q1,,S08000015,,A111H,,Elective Inpatients,,2,,38,162,4.26315789473684,,45,186,4.13333333333333,
2022Q2,,S08000015,,A111H,,Elective Inpatients,,2,,54,155,2.87037037037037,,60,231,3.85,
2022Q3,,S08000015,,A111H,,Elective Inpatients,,2,,50,68,1.36,,60,101,1.68333333333333,
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,2,,71,143,2.01408450704225,,80,169,2.1125,
2017Q4,,S08000015,,A111H,,Elective Inpatients,,3,,125,318,2.544,,145,489,3.37241379310345,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,3,,100,283,2.83,,110,418,3.8,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,3,,114,217,1.90350877192982,,120,302,2.51666666666667,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,3,,120,232,1.93333333333333,,130,390,3,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,3,,143,275,1.92307692307692,,155,410,2.64516129032258,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,3,,145,230,1.58620689655172,,150,309,2.06,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,3,,135,280,2.07407407407407,,150,402,2.68,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,3,,124,375,3.0241935483871,,130,420,3.23076923076923,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,3,,100,302,3.02,,110,427,3.88181818181818,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,3,,95,285,3,,100,324,3.24,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,3,,30,67,2.23333333333333,,30,80,2.66666666666667,
2020Q3,,S08000015,,A111H,,Elective Inpatients,,3,,50,195,3.9,,50,288,5.76,
2020Q4,,S08000015,,A111H,,Elective Inpatients,,3,,31,71,2.29032258064516,,35,124,3.54285714285714,
2021Q1,,S08000015,,A111H,,Elective Inpatients,,3,,12,27,2.25,,15,58,3.86666666666667,
2021Q2,,S08000015,,A111H,,Elective Inpatients,,3,,50,130,2.6,,60,214,3.56666666666667,
2021Q3,,S08000015,,A111H,,Elective Inpatients,,3,,40,128,3.2,,50,150,3,
2021Q4,,S08000015,,A111H,,Elective Inpatients,,3,,20,68,3.4,,20,75,3.75,
2022Q1,,S08000015,,A111H,,Elective Inpatients,,3,,35,135,3.85714285714286,,35,160,4.57142857142857,
2022Q2,,S08000015,,A111H,,Elective Inpatients,,3,,50,135,2.7,,54,215,3.98148148148148,
2022Q3,,S08000015,,A111H,,Elective Inpatients,,3,,60,210,3.5,,70,236,3.37142857142857,
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,3,,66,278,4.21212121212121,,81,402,4.96296296296296,
2017Q4,,S08000015,,A111H,,Elective Inpatients,,4,,133,318,2.39097744360902,,145,501,3.4551724137931,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,4,,106,274,2.58490566037736,,115,366,3.18260869565217,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,4,,112,241,2.15178571428571,,115,320,2.78260869565217,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,4,,122,254,2.08196721311475,,130,390,3,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,4,,116,237,2.04310344827586,,120,313,2.60833333333333,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,4,,143,296,2.06993006993007,,145,353,2.43448275862069,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,4,,139,238,1.71223021582734,,150,412,2.74666666666667,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,4,,119,258,2.16806722689076,,125,405,3.24,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,4,,98,273,2.78571428571429,,103,313,3.03883495145631,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,4,,75,179,2.38666666666667,,75,235,3.13333333333333,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,4,,10,37,3.7,,10,48,4.8,
2020Q3,,S08000015,,A111H,,Elective Inpatients,,4,,29,73,2.51724137931034,,30,106,3.53333333333333,
2020Q4,,S08000015,,A111H,,Elective Inpatients,,4,,40,104,2.6,,47,197,4.19148936170213,
2021Q1,,S08000015,,A111H,,Elective Inpatients,,4,,18,53,2.94444444444444,,20,95,4.75,
2021Q2,,S08000015,,A111H,,Elective Inpatients,,4,,49,120,2.44897959183673,,55,184,3.34545454545455,
2021Q3,,S08000015,,A111H,,Elective Inpatients,,4,,36,88,2.44444444444444,,45,225,5,
2021Q4,,S08000015,,A111H,,Elective Inpatients,,4,,30,127,4.23333333333333,,30,130,4.33333333333333,
2022Q1,,S08000015,,A111H,,Elective Inpatients,,4,,27,115,4.25925925925926,,30,131,4.36666666666667,
2022Q2,,S08000015,,A111H,,Elective Inpatients,,4,,47,244,5.19148936170213,,50,273,5.46,
2022Q3,,S08000015,,A111H,,Elective Inpatients,,4,,60,156,2.6,,65,205,3.15384615384615,
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,4,,62,113,1.82258064516129,,70,170,2.42857142857143,
2017Q4,,S08000015,,A111H,,Elective Inpatients,,5,,75,171,2.28,,85,248,2.91764705882353,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,5,,68,128,1.88235294117647,,76,212,2.78947368421053,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,5,,80,181,2.2625,,85,240,2.82352941176471,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,5,,82,160,1.95121951219512,,90,219,2.43333333333333,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,5,,62,180,2.90322580645161,,75,815,10.8666666666667,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,5,,100,212,2.12,,105,320,3.04761904761905,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,5,,95,162,1.70526315789474,,95,223,2.34736842105263,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,5,,70,148,2.11428571428571,,75,197,2.62666666666667,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,5,,70,209,2.98571428571429,,75,351,4.68,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,5,,57,107,1.87719298245614,,60,165,2.75,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,5,,16,28,1.75,,18,57,3.16666666666667,
2020Q3,,S08000015,,A111H,,Elective Inpatients,,5,,35,56,1.6,,34,65,1.91176470588235,
2020Q4,,S08000015,,A111H,,Elective Inpatients,,5,,25,39,1.56,,30,83,2.76666666666667,
2021Q1,,S08000015,,A111H,,Elective Inpatients,,5,,10,11,1.1,,10,14,1.4,
2021Q2,,S08000015,,A111H,,Elective Inpatients,,5,,40,203,5.075,,47,184,3.91489361702128,
2021Q3,,S08000015,,A111H,,Elective Inpatients,,5,,25,65,2.6,,35,198,5.65714285714286,
2021Q4,,S08000015,,A111H,,Elective Inpatients,,5,,35,159,4.54285714285714,,40,164,4.1,
2022Q1,,S08000015,,A111H,,Elective Inpatients,,5,,19,130,6.8421052631579,,20,126,6.3,
2022Q2,,S08000015,,A111H,,Elective Inpatients,,5,,29,76,2.62068965517241,,30,95,3.16666666666667,
2022Q3,,S08000015,,A111H,,Elective Inpatients,,5,,40,114,2.85,,50,191,3.82,
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,5,,35,100,2.85714285714286,,40,129,3.225,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2017Q4,,S08000016,,B120H,,Elective Inpatients,,1,,26,39,1.5,,25,111,4.44,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,1,,11,14,1.27272727272727,,10,19,1.9,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,1,,25,30,1.2,,23,35,1.52173913043478,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,1,,18,21,1.16666666666667,,19,59,3.10526315789474,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,1,,12,34,2.83333333333333,,12,57,4.75,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,1,,17,14,0.823529411764706,,20,37,1.85,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,1,,26,53,2.03846153846154,,25,77,3.08,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,1,,22,36,1.63636363636364,,25,84,3.36,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,1,,15,24,1.6,,15,24,1.6,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,1,,12,10,0.833333333333333,,13,34,2.61538461538462,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,1,,5,5,1,,5,5,1,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,1,,5,10,2,,5,10,2,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,1,,5,24,4.8,,5,25,5,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,1,,0,5,,z,0,5,,z
2021Q2,,S08000016,,B120H,,Elective Inpatients,,1,,5,14,2.8,,5,14,2.8,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,1,,0,0,,z,0,6,,z
2021Q4,,S08000016,,B120H,,Elective Inpatients,,1,,10,14,1.4,,10,14,1.4,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,1,,5,6,1.2,,5,10,2,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,1,,5,24,4.8,,10,32,3.2,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,1,,10,18,1.8,,10,18,1.8,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,1,,10,13,1.3,,10,42,4.2,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,2,,47,53,1.12765957446809,,50,90,1.8,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,2,,30,34,1.13333333333333,,30,73,2.43333333333333,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,2,,57,119,2.08771929824561,,59,256,4.33898305084746,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,2,,54,84,1.55555555555556,,55,102,1.85454545454545,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,2,,43,111,2.58139534883721,,45,151,3.35555555555556,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,2,,47,63,1.34042553191489,,50,85,1.7,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,2,,51,96,1.88235294117647,,50,106,2.12,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,2,,53,79,1.49056603773585,,54,131,2.42592592592593,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,2,,58,94,1.62068965517241,,55,115,2.09090909090909,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,2,,35,45,1.28571428571429,,36,100,2.77777777777778,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,2,,10,20,2,,10,24,2.4,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,2,,11,17,1.54545454545455,,10,20,2,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,2,,33,71,2.15151515151515,,34,84,2.47058823529412,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,2,,11,14,1.27272727272727,,10,16,1.6,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,2,,22,33,1.5,,25,69,2.76,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,2,,35,51,1.45714285714286,,34,134,3.94117647058824,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,2,,35,106,3.02857142857143,,37,162,4.37837837837838,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,2,,11,18,1.63636363636364,,10,22,2.2,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,2,,20,44,2.2,,20,54,2.7,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,2,,17,26,1.52941176470588,,15,32,2.13333333333333,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,2,,24,60,2.5,,25,170,6.8,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,3,,113,225,1.99115044247788,,115,277,2.40869565217391,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,3,,72,121,1.68055555555556,,70,168,2.4,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,3,,124,272,2.19354838709677,,125,411,3.288,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,3,,138,260,1.88405797101449,,140,374,2.67142857142857,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,3,,136,285,2.09558823529412,,140,410,2.92857142857143,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,3,,105,138,1.31428571428571,,105,228,2.17142857142857,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,3,,132,211,1.59848484848485,,135,257,1.9037037037037,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,3,,143,242,1.69230769230769,,145,321,2.21379310344828,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,3,,128,231,1.8046875,,130,297,2.28461538461538,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,3,,77,99,1.28571428571429,,80,169,2.1125,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,3,,30,60,2,,30,71,2.36666666666667,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,3,,35,48,1.37142857142857,,35,97,2.77142857142857,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,3,,69,125,1.81159420289855,,70,158,2.25714285714286,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,3,,34,53,1.55882352941176,,32,101,3.15625,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,3,,74,133,1.7972972972973,,75,233,3.10666666666667,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,3,,52,99,1.90384615384615,,50,141,2.82,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,3,,65,143,2.2,,65,219,3.36923076923077,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,3,,36,55,1.52777777777778,,36,103,2.86111111111111,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,3,,41,79,1.92682926829268,,40,154,3.85,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,3,,53,94,1.77358490566038,,55,135,2.45454545454545,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,3,,59,101,1.71186440677966,,55,122,2.21818181818182,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,4,,91,266,2.92307692307692,,90,338,3.75555555555556,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,4,,64,115,1.796875,,63,195,3.0952380952381,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,4,,78,140,1.7948717948718,,75,178,2.37333333333333,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,4,,88,174,1.97727272727273,,95,262,2.75789473684211,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,4,,105,226,2.15238095238095,,105,289,2.75238095238095,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,4,,78,108,1.38461538461538,,80,153,1.9125,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,4,,89,188,2.1123595505618,,90,286,3.17777777777778,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,4,,99,174,1.75757575757576,,100,222,2.22,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,4,,75,133,1.77333333333333,,75,176,2.34666666666667,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,4,,66,105,1.59090909090909,,65,140,2.15384615384615,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,4,,25,56,2.24,,25,66,2.64,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,4,,26,39,1.5,,25,64,2.56,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,4,,42,77,1.83333333333333,,41,96,2.34146341463415,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,4,,25,83,3.32,,25,77,3.08,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,4,,60,84,1.4,,62,250,4.03225806451613,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,4,,51,99,1.94117647058824,,50,113,2.26,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,4,,59,101,1.71186440677966,,60,171,2.85,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,4,,30,70,2.33333333333333,,30,88,2.93333333333333,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,4,,29,48,1.6551724137931,,30,58,1.93333333333333,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,4,,25,40,1.6,,25,50,2,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,4,,44,84,1.90909090909091,,45,121,2.68888888888889,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,5,,20,31,1.55,,21,42,2,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,5,,17,31,1.82352941176471,,19,50,2.63157894736842,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,5,,20,45,2.25,,20,61,3.05,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,5,,31,75,2.41935483870968,,30,94,3.13333333333333,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,5,,17,39,2.29411764705882,,17,59,3.47058823529412,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,5,,15,28,1.86666666666667,,15,29,1.93333333333333,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,5,,16,25,1.5625,,16,38,2.375,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,5,,25,41,1.64,,25,48,1.92,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,5,,26,43,1.65384615384615,,26,61,2.34615384615385,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,5,,12,19,1.58333333333333,,15,32,2.13333333333333,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,5,,0,5,,z,5,36,7.2,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,5,,10,9,0.9,,10,35,3.5,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,5,,15,25,1.66666666666667,,15,35,2.33333333333333,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,5,,10,16,1.6,,10,16,1.6,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,5,,19,37,1.94736842105263,,19,65,3.42105263157895,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,5,,10,43,4.3,,12,43,3.58333333333333,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,5,,15,28,1.86666666666667,,14,32,2.28571428571429,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,5,,10,18,1.8,,10,38,3.8,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,5,,5,6,1.2,,10,25,2.5,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,5,,10,20,2,,10,29,2.9,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,5,,11,28,2.54545454545455,,11,35,3.18181818181818,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,,:,5,11,2.2,,5,11,2.2,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,0,0,,5,8,1.6,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,,:,10,8,0.8,,10,26,2.6,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,,:,5,5,1,,5,11,2.2,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,,:,5,10,2,,5,15,3,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,7,1.4,,5,7,1.4,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,,:,11,18,1.63636363636364,,11,22,2,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,,:,10,11,1.1,,10,11,1.1,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,,:,5,5,1,,5,5,1,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,7,1.4,,5,10,2,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,,:,5,5,1,,5,11,2.2,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,,:,5,6,1.2,,5,6,1.2,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2021Q1,,S08000016,,B120H,,Elective Inpatients,,,:,0,0,,z,0,5,,z
2021Q2,,S08000016,,B120H,,Elective Inpatients,,,:,0,5,,z,0,5,,z
2021Q3,,S08000016,,B120H,,Elective Inpatients,,,:,5,14,2.8,,5,14,2.8,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,,:,0,6,,z,0,6,,z
2022Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,10,2,,5,14,2.8,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,,:,5,0,0,,5,0,0,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,,:,0,5,,z,0,5,,z
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2017Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,26,39,1.5,,25,111,4.44,
2018Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,11,14,1.27272727272727,,10,19,1.9,
2018Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,25,30,1.2,,23,35,1.52173913043478,
2018Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,18,21,1.16666666666667,,19,59,3.10526315789474,
2018Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,12,34,2.83333333333333,,12,57,4.75,
2019Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,17,14,0.823529411764706,,20,37,1.85,
2019Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,26,53,2.03846153846154,,25,77,3.08,
2019Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,22,36,1.63636363636364,,25,84,3.36,
2019Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,15,24,1.6,,15,24,1.6,
2020Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,12,10,0.833333333333333,,13,34,2.61538461538462,
2020Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,5,1,,5,5,1,
2020Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,10,2,,5,10,2,
2020Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,24,4.8,,5,25,5,
2021Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,0,5,,z,0,5,,z
2021Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,14,2.8,,5,14,2.8,
2021Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,0,0,,z,0,6,,z
2021Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,10,14,1.4,,10,14,1.4,
2022Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,6,1.2,,5,10,2,
2022Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,24,4.8,,10,32,3.2,
2022Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,10,18,1.8,,10,18,1.8,
2022Q4,p,S08000016,,S08000016,d,Elective Inpatients,,1,,10,13,1.3,,10,42,4.2,
2017Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,47,53,1.12765957446809,,50,90,1.8,
2018Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,30,34,1.13333333333333,,30,73,2.43333333333333,
2018Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,57,119,2.08771929824561,,59,256,4.33898305084746,
2018Q3,,S08000016,,S08000016,d,Elective Inpatients,,2,,54,84,1.55555555555556,,55,102,1.85454545454545,
2018Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,43,111,2.58139534883721,,45,151,3.35555555555556,
2019Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,47,63,1.34042553191489,,50,85,1.7,
2019Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,51,96,1.88235294117647,,50,106,2.12,
2019Q3,,S08000016,,S08000016,d,Elective Inpatients,,2,,53,79,1.49056603773585,,54,131,2.42592592592593,
2019Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,58,94,1.62068965517241,,55,115,2.09090909090909,
2020Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,35,45,1.28571428571429,,36,100,2.77777777777778,
2020Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,10,20,2,,10,24,2.4,
