month_of_delay,hbt,age_group,number_of_delayed_bed_days,average_daily_number_of_delayed_beds,reason_for_delay
2016-08-01,S92000003,18-74,2055,66,Code 9 Non-AWI
2016-08-01,S92000003,75plus,32034,1033,All Delay Reasons
2016-08-01,S92000003,75plus,24360,786,Health and Social Care Reasons
2016-08-01,S92000003,75plus,1564,50,Patient and Family Related Reasons
2016-08-01,S92000003,75plus,4533,146,Code 9 AWI
2016-08-01,S92000003,75plus,1577,51,Code 9 Non-AWI
2016-09-01,S08000015,18plus,2574,86,All Delay Reasons
2016-09-01,S08000015,18plus,1745,58,Health and Social Care Reasons
2016-09-01,S08000015,18plus,27,1,Patient and Family Related Reasons
2016-09-01,S08000015,18plus,517,17,Code 9 AWI
2016-09-01,S08000015,18plus,285,10,Code 9 Non-AWI
2016-09-01,S08000015,18-74,512,17,All Delay Reasons
2016-09-01,S08000015,18-74,307,10,Health and Social Care Reasons
2016-09-01,S08000015,18-74,0,0,Patient and Family Related Reasons
2016-09-01,S08000015,18-74,167,6,Code 9 AWI
2016-09-01,S08000015,18-74,38,1,Code 9 Non-AWI
2016-09-01,S08000015,75plus,2062,69,All Delay Reasons
2016-09-01,S08000015,75plus,1438,48,Health and Social Care Reasons
2016-09-01,S08000015,75plus,27,1,Patient and Family Related Reasons
2016-09-01,S08000015,75plus,350,12,Code 9 AWI
2016-09-01,S08000015,75plus,247,8,Code 9 Non-AWI
2016-09-01,S08000016,18plus,795,27,All Delay Reasons
2016-09-01,S08000016,18plus,527,18,Health and Social Care Reasons
2016-09-01,S08000016,18plus,69,2,Patient and Family Related Reasons
2016-09-01,S08000016,18plus,140,5,Code 9 AWI
2016-09-01,S08000016,18plus,59,2,Code 9 Non-AWI
2016-09-01,S08000016,18-74,226,8,All Delay Reasons
2016-09-01,S08000016,18-74,106,4,Health and Social Care Reasons
2016-09-01,S08000016,18-74,52,2,Patient and Family Related Reasons
2016-09-01,S08000016,18-74,10,0,Code 9 AWI
2016-09-01,S08000016,18-74,58,2,Code 9 Non-AWI
2016-09-01,S08000016,75plus,569,19,All Delay Reasons
2016-09-01,S08000016,75plus,421,14,Health and Social Care Reasons
2016-09-01,S08000016,75plus,17,1,Patient and Family Related Reasons
2016-09-01,S08000016,75plus,130,4,Code 9 AWI
2016-09-01,S08000016,75plus,1,0,Code 9 Non-AWI
2016-09-01,S08000017,18plus,935,31,All Delay Reasons
2016-09-01,S08000017,18plus,677,23,Health and Social Care Reasons
2016-09-01,S08000017,18plus,30,1,Patient and Family Related Reasons
2016-09-01,S08000017,18plus,228,8,Code 9 AWI
2016-09-01,S08000017,18plus,0,0,Code 9 Non-AWI
2016-09-01,S08000017,18-74,264,9,All Delay Reasons
2016-09-01,S08000017,18-74,229,8,Health and Social Care Reasons
2016-09-01,S08000017,18-74,30,1,Patient and Family Related Reasons
2016-09-01,S08000017,18-74,5,0,Code 9 AWI
2016-09-01,S08000017,18-74,0,0,Code 9 Non-AWI
2016-09-01,S08000017,75plus,671,22,All Delay Reasons
2016-09-01,S08000017,75plus,448,15,Health and Social Care Reasons
2016-09-01,S08000017,75plus,0,0,Patient and Family Related Reasons
2016-09-01,S08000017,75plus,223,7,Code 9 AWI
2016-09-01,S08000017,75plus,0,0,Code 9 Non-AWI
2016-09-01,S08000019,18plus,2965,99,All Delay Reasons
2016-09-01,S08000019,18plus,2042,68,Health and Social Care Reasons
2016-09-01,S08000019,18plus,73,2,Patient and Family Related Reasons
2016-09-01,S08000019,18plus,415,14,Code 9 AWI
2016-09-01,S08000019,18plus,435,15,Code 9 Non-AWI
2016-09-01,S08000019,18-74,823,27,All Delay Reasons
2016-09-01,S08000019,18-74,371,12,Health and Social Care Reasons
2016-09-01,S08000019,18-74,16,1,Patient and Family Related Reasons
2016-09-01,S08000019,18-74,31,1,Code 9 AWI
2016-09-01,S08000019,18-74,405,14,Code 9 Non-AWI
2016-09-01,S08000019,75plus,2142,71,All Delay Reasons
2016-09-01,S08000019,75plus,1671,56,Health and Social Care Reasons
2016-09-01,S08000019,75plus,57,2,Patient and Family Related Reasons
2016-09-01,S08000019,75plus,384,13,Code 9 AWI
2016-09-01,S08000019,75plus,30,1,Code 9 Non-AWI
2016-09-01,S08000020,18plus,4987,166,All Delay Reasons
2016-09-01,S08000020,18plus,3924,131,Health and Social Care Reasons
2016-09-01,S08000020,18plus,103,3,Patient and Family Related Reasons
2016-09-01,S08000020,18plus,730,24,Code 9 AWI
2016-09-01,S08000020,18plus,230,8,Code 9 Non-AWI
2016-09-01,S08000020,18-74,1543,51,All Delay Reasons
2016-09-01,S08000020,18-74,1132,38,Health and Social Care Reasons
2016-09-01,S08000020,18-74,51,2,Patient and Family Related Reasons
2016-09-01,S08000020,18-74,218,7,Code 9 AWI
2016-09-01,S08000020,18-74,142,5,Code 9 Non-AWI
2016-09-01,S08000020,75plus,3444,115,All Delay Reasons
2016-09-01,S08000020,75plus,2792,93,Health and Social Care Reasons
2016-09-01,S08000020,75plus,52,2,Patient and Family Related Reasons
2016-09-01,S08000020,75plus,512,17,Code 9 AWI
2016-09-01,S08000020,75plus,88,3,Code 9 Non-AWI
2016-09-01,S08000022,18plus,4163,139,All Delay Reasons
2016-09-01,S08000022,18plus,1990,66,Health and Social Care Reasons
2016-09-01,S08000022,18plus,574,19,Patient and Family Related Reasons
2016-09-01,S08000022,18plus,551,18,Code 9 AWI
2016-09-01,S08000022,18plus,1048,35,Code 9 Non-AWI
2016-09-01,S08000022,18-74,933,31,All Delay Reasons
2016-09-01,S08000022,18-74,386,13,Health and Social Care Reasons
2016-09-01,S08000022,18-74,106,4,Patient and Family Related Reasons
2016-09-01,S08000022,18-74,36,1,Code 9 AWI
2016-09-01,S08000022,18-74,405,14,Code 9 Non-AWI
2016-09-01,S08000022,75plus,3230,108,All Delay Reasons
2016-09-01,S08000022,75plus,1604,53,Health and Social Care Reasons
2016-09-01,S08000022,75plus,468,16,Patient and Family Related Reasons
2016-09-01,S08000022,75plus,515,17,Code 9 AWI
2016-09-01,S08000022,75plus,643,21,Code 9 Non-AWI
2016-09-01,S08000024,18plus,9830,328,All Delay Reasons
2016-09-01,S08000024,18plus,8638,288,Health and Social Care Reasons
2016-09-01,S08000024,18plus,129,4,Patient and Family Related Reasons
2016-09-01,S08000024,18plus,918,31,Code 9 AWI
2016-09-01,S08000024,18plus,145,5,Code 9 Non-AWI
2016-09-01,S08000024,18-74,2867,96,All Delay Reasons
2016-09-01,S08000024,18-74,2386,80,Health and Social Care Reasons
2016-09-01,S08000024,18-74,30,1,Patient and Family Related Reasons
2016-09-01,S08000024,18-74,337,11,Code 9 AWI
2016-09-01,S08000024,18-74,114,4,Code 9 Non-AWI
2016-09-01,S08000024,75plus,6963,232,All Delay Reasons
2016-09-01,S08000024,75plus,6252,208,Health and Social Care Reasons
2016-09-01,S08000024,75plus,99,3,Patient and Family Related Reasons
2016-09-01,S08000024,75plus,581,19,Code 9 AWI
2016-09-01,S08000024,75plus,31,1,Code 9 Non-AWI
2016-09-01,S08000025,18plus,73,2,All Delay Reasons
2016-09-01,S08000025,18plus,73,2,Health and Social Care Reasons
2016-09-01,S08000025,18plus,0,0,Patient and Family Related Reasons
2016-09-01,S08000025,18plus,0,0,Code 9 AWI
2016-09-01,S08000025,18plus,0,0,Code 9 Non-AWI
2016-09-01,S08000025,18-74,0,0,All Delay Reasons
2016-09-01,S08000025,18-74,0,0,Health and Social Care Reasons
2016-09-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2016-09-01,S08000025,18-74,0,0,Code 9 AWI
2016-09-01,S08000025,18-74,0,0,Code 9 Non-AWI
2016-09-01,S08000025,75plus,73,2,All Delay Reasons
2016-09-01,S08000025,75plus,73,2,Health and Social Care Reasons
2016-09-01,S08000025,75plus,0,0,Patient and Family Related Reasons
2016-09-01,S08000025,75plus,0,0,Code 9 AWI
2016-09-01,S08000025,75plus,0,0,Code 9 Non-AWI
2016-09-01,S08000026,18plus,125,4,All Delay Reasons
2016-09-01,S08000026,18plus,125,4,Health and Social Care Reasons
2016-09-01,S08000026,18plus,0,0,Patient and Family Related Reasons
2016-09-01,S08000026,18plus,0,0,Code 9 AWI
2016-09-01,S08000026,18plus,0,0,Code 9 Non-AWI
2016-09-01,S08000026,18-74,18,1,All Delay Reasons
2016-09-01,S08000026,18-74,18,1,Health and Social Care Reasons
2016-09-01,S08000026,18-74,0,0,Patient and Family Related Reasons
2016-09-01,S08000026,18-74,0,0,Code 9 AWI
2016-09-01,S08000026,18-74,0,0,Code 9 Non-AWI
2016-09-01,S08000026,75plus,107,4,All Delay Reasons
2016-09-01,S08000026,75plus,107,4,Health and Social Care Reasons
2016-09-01,S08000026,75plus,0,0,Patient and Family Related Reasons
2016-09-01,S08000026,75plus,0,0,Code 9 AWI
2016-09-01,S08000026,75plus,0,0,Code 9 Non-AWI
2016-09-01,S08000028,18plus,806,27,All Delay Reasons
2016-09-01,S08000028,18plus,276,9,Health and Social Care Reasons
2016-09-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2016-09-01,S08000028,18plus,81,3,Code 9 AWI
2016-09-01,S08000028,18plus,449,15,Code 9 Non-AWI
2016-09-01,S08000028,18-74,198,7,All Delay Reasons
2016-09-01,S08000028,18-74,149,5,Health and Social Care Reasons
2016-09-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2016-09-01,S08000028,18-74,49,2,Code 9 AWI
2016-09-01,S08000028,18-74,0,0,Code 9 Non-AWI
2016-09-01,S08000028,75plus,608,20,All Delay Reasons
2016-09-01,S08000028,75plus,127,4,Health and Social Care Reasons
2016-09-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2016-09-01,S08000028,75plus,32,1,Code 9 AWI
2016-09-01,S08000028,75plus,449,15,Code 9 Non-AWI
2016-09-01,S08000029,18plus,3768,126,All Delay Reasons
2016-09-01,S08000029,18plus,2719,91,Health and Social Care Reasons
2016-09-01,S08000029,18plus,105,4,Patient and Family Related Reasons
2016-09-01,S08000029,18plus,786,26,Code 9 AWI
2016-09-01,S08000029,18plus,158,5,Code 9 Non-AWI
2016-09-01,S08000029,18-74,1359,45,All Delay Reasons
2016-09-01,S08000029,18-74,932,31,Health and Social Care Reasons
2016-09-01,S08000029,18-74,60,2,Patient and Family Related Reasons
2016-09-01,S08000029,18-74,217,7,Code 9 AWI
2016-09-01,S08000029,18-74,150,5,Code 9 Non-AWI
2016-09-01,S08000029,75plus,2409,80,All Delay Reasons
2016-09-01,S08000029,75plus,1787,60,Health and Social Care Reasons
2016-09-01,S08000029,75plus,45,2,Patient and Family Related Reasons
2016-09-01,S08000029,75plus,569,19,Code 9 AWI
2016-09-01,S08000029,75plus,8,0,Code 9 Non-AWI
2016-09-01,S08000030,18plus,3404,113,All Delay Reasons
2016-09-01,S08000030,18plus,2386,80,Health and Social Care Reasons
2016-09-01,S08000030,18plus,24,1,Patient and Family Related Reasons
2016-09-01,S08000030,18plus,606,20,Code 9 AWI
2016-09-01,S08000030,18plus,388,13,Code 9 Non-AWI
2016-09-01,S08000030,18-74,1077,36,All Delay Reasons
2016-09-01,S08000030,18-74,541,18,Health and Social Care Reasons
2016-09-01,S08000030,18-74,3,0,Patient and Family Related Reasons
2016-09-01,S08000030,18-74,203,7,Code 9 AWI
2016-09-01,S08000030,18-74,330,11,Code 9 Non-AWI
2016-09-01,S08000030,75plus,2327,78,All Delay Reasons
2016-09-01,S08000030,75plus,1845,62,Health and Social Care Reasons
2016-09-01,S08000030,75plus,21,1,Patient and Family Related Reasons
2016-09-01,S08000030,75plus,403,13,Code 9 AWI
2016-09-01,S08000030,75plus,58,2,Code 9 Non-AWI
2016-09-01,S08000031,18plus,4943,165,All Delay Reasons
2016-09-01,S08000031,18plus,3184,106,Health and Social Care Reasons
2016-09-01,S08000031,18plus,197,7,Patient and Family Related Reasons
2016-09-01,S08000031,18plus,1199,40,Code 9 AWI
2016-09-01,S08000031,18plus,363,12,Code 9 Non-AWI
2016-09-01,S08000031,18-74,2328,78,All Delay Reasons
2016-09-01,S08000031,18-74,1217,41,Health and Social Care Reasons
2016-09-01,S08000031,18-74,86,3,Patient and Family Related Reasons
2016-09-01,S08000031,18-74,662,22,Code 9 AWI
2016-09-01,S08000031,18-74,363,12,Code 9 Non-AWI
2016-09-01,S08000031,75plus,2615,87,All Delay Reasons
2016-09-01,S08000031,75plus,1967,66,Health and Social Care Reasons
2016-09-01,S08000031,75plus,111,4,Patient and Family Related Reasons
2016-09-01,S08000031,75plus,537,18,Code 9 AWI
2016-09-01,S08000031,75plus,0,0,Code 9 Non-AWI
2016-09-01,S08000032,18plus,5706,190,All Delay Reasons
2016-09-01,S08000032,18plus,4451,148,Health and Social Care Reasons
2016-09-01,S08000032,18plus,616,21,Patient and Family Related Reasons
2016-09-01,S08000032,18plus,501,17,Code 9 AWI
2016-09-01,S08000032,18plus,138,5,Code 9 Non-AWI
2016-09-01,S08000032,18-74,1698,57,All Delay Reasons
2016-09-01,S08000032,18-74,1340,45,Health and Social Care Reasons
2016-09-01,S08000032,18-74,68,2,Patient and Family Related Reasons
2016-09-01,S08000032,18-74,232,8,Code 9 AWI
2016-09-01,S08000032,18-74,58,2,Code 9 Non-AWI
2016-09-01,S08000032,75plus,4008,134,All Delay Reasons
2016-09-01,S08000032,75plus,3111,104,Health and Social Care Reasons
2016-09-01,S08000032,75plus,548,18,Patient and Family Related Reasons
2016-09-01,S08000032,75plus,269,9,Code 9 AWI
2016-09-01,S08000032,75plus,80,3,Code 9 Non-AWI
2016-09-01,S92000003,18plus,45074,1502,All Delay Reasons
2016-09-01,S92000003,18plus,32757,1092,Health and Social Care Reasons
2016-09-01,S92000003,18plus,1947,65,Patient and Family Related Reasons
2016-09-01,S92000003,18plus,6672,222,Code 9 AWI
2016-09-01,S92000003,18plus,3698,123,Code 9 Non-AWI
2016-09-01,S92000003,18-74,13846,462,All Delay Reasons
2016-09-01,S92000003,18-74,9114,304,Health and Social Care Reasons
2016-09-01,S92000003,18-74,502,17,Patient and Family Related Reasons
2016-09-01,S92000003,18-74,2167,72,Code 9 AWI
2016-09-01,S92000003,18-74,2063,69,Code 9 Non-AWI
2016-09-01,S92000003,75plus,31228,1041,All Delay Reasons
2016-09-01,S92000003,75plus,23643,788,Health and Social Care Reasons
2016-09-01,S92000003,75plus,1445,48,Patient and Family Related Reasons
2016-09-01,S92000003,75plus,4505,150,Code 9 AWI
2016-09-01,S92000003,75plus,1635,55,Code 9 Non-AWI
2016-10-01,S08000015,18plus,2711,87,All Delay Reasons
2016-10-01,S08000015,18plus,1861,60,Health and Social Care Reasons
2016-10-01,S08000015,18plus,0,0,Patient and Family Related Reasons
2016-10-01,S08000015,18plus,641,21,Code 9 AWI
2016-10-01,S08000015,18plus,209,7,Code 9 Non-AWI
2016-10-01,S08000015,18-74,594,19,All Delay Reasons
2016-10-01,S08000015,18-74,351,11,Health and Social Care Reasons
2016-10-01,S08000015,18-74,0,0,Patient and Family Related Reasons
2016-10-01,S08000015,18-74,196,6,Code 9 AWI
2016-10-01,S08000015,18-74,47,2,Code 9 Non-AWI
2016-10-01,S08000015,75plus,2117,68,All Delay Reasons
2016-10-01,S08000015,75plus,1510,49,Health and Social Care Reasons
2016-10-01,S08000015,75plus,0,0,Patient and Family Related Reasons
2016-10-01,S08000015,75plus,445,14,Code 9 AWI
2016-10-01,S08000015,75plus,162,5,Code 9 Non-AWI
2016-10-01,S08000016,18plus,974,31,All Delay Reasons
2016-10-01,S08000016,18plus,682,22,Health and Social Care Reasons
2016-10-01,S08000016,18plus,12,0,Patient and Family Related Reasons
2016-10-01,S08000016,18plus,174,6,Code 9 AWI
2016-10-01,S08000016,18plus,106,3,Code 9 Non-AWI
2016-10-01,S08000016,18-74,256,8,All Delay Reasons
2016-10-01,S08000016,18-74,121,4,Health and Social Care Reasons
2016-10-01,S08000016,18-74,6,0,Patient and Family Related Reasons
2016-10-01,S08000016,18-74,23,1,Code 9 AWI
2016-10-01,S08000016,18-74,106,3,Code 9 Non-AWI
2016-10-01,S08000016,75plus,718,23,All Delay Reasons
2016-10-01,S08000016,75plus,561,18,Health and Social Care Reasons
2016-10-01,S08000016,75plus,6,0,Patient and Family Related Reasons
2016-10-01,S08000016,75plus,151,5,Code 9 AWI
2016-10-01,S08000016,75plus,0,0,Code 9 Non-AWI
2016-10-01,S08000017,18plus,1270,41,All Delay Reasons
2016-10-01,S08000017,18plus,978,32,Health and Social Care Reasons
2016-10-01,S08000017,18plus,37,1,Patient and Family Related Reasons
2016-10-01,S08000017,18plus,255,8,Code 9 AWI
2016-10-01,S08000017,18plus,0,0,Code 9 Non-AWI
2016-10-01,S08000017,18-74,195,6,All Delay Reasons
2016-10-01,S08000017,18-74,127,4,Health and Social Care Reasons
2016-10-01,S08000017,18-74,37,1,Patient and Family Related Reasons
2016-10-01,S08000017,18-74,31,1,Code 9 AWI
2016-10-01,S08000017,18-74,0,0,Code 9 Non-AWI
2016-10-01,S08000017,75plus,1075,35,All Delay Reasons
2016-10-01,S08000017,75plus,851,27,Health and Social Care Reasons
2016-10-01,S08000017,75plus,0,0,Patient and Family Related Reasons
2016-10-01,S08000017,75plus,224,7,Code 9 AWI
2016-10-01,S08000017,75plus,0,0,Code 9 Non-AWI
2016-10-01,S08000019,18plus,2905,94,All Delay Reasons
2016-10-01,S08000019,18plus,2001,65,Health and Social Care Reasons
2016-10-01,S08000019,18plus,51,2,Patient and Family Related Reasons
2016-10-01,S08000019,18plus,520,17,Code 9 AWI
2016-10-01,S08000019,18plus,333,11,Code 9 Non-AWI
2016-10-01,S08000019,18-74,815,26,All Delay Reasons
2016-10-01,S08000019,18-74,431,14,Health and Social Care Reasons
2016-10-01,S08000019,18-74,0,0,Patient and Family Related Reasons
2016-10-01,S08000019,18-74,76,2,Code 9 AWI
2016-10-01,S08000019,18-74,308,10,Code 9 Non-AWI
2016-10-01,S08000019,75plus,2090,67,All Delay Reasons
2016-10-01,S08000019,75plus,1570,51,Health and Social Care Reasons
2016-10-01,S08000019,75plus,51,2,Patient and Family Related Reasons
2016-10-01,S08000019,75plus,444,14,Code 9 AWI
2016-10-01,S08000019,75plus,25,1,Code 9 Non-AWI
2016-10-01,S08000020,18plus,5401,174,All Delay Reasons
2016-10-01,S08000020,18plus,4204,136,Health and Social Care Reasons
2016-10-01,S08000020,18plus,172,6,Patient and Family Related Reasons
2016-10-01,S08000020,18plus,789,25,Code 9 AWI
2016-10-01,S08000020,18plus,236,8,Code 9 Non-AWI
2016-10-01,S08000020,18-74,1420,46,All Delay Reasons
2016-10-01,S08000020,18-74,1029,33,Health and Social Care Reasons
2016-10-01,S08000020,18-74,49,2,Patient and Family Related Reasons
2016-10-01,S08000020,18-74,181,6,Code 9 AWI
2016-10-01,S08000020,18-74,161,5,Code 9 Non-AWI
2016-10-01,S08000020,75plus,3981,128,All Delay Reasons
2016-10-01,S08000020,75plus,3175,102,Health and Social Care Reasons
2016-10-01,S08000020,75plus,123,4,Patient and Family Related Reasons
2016-10-01,S08000020,75plus,608,20,Code 9 AWI
2016-10-01,S08000020,75plus,75,2,Code 9 Non-AWI
2016-10-01,S08000022,18plus,4511,146,All Delay Reasons
2016-10-01,S08000022,18plus,2241,72,Health and Social Care Reasons
2016-10-01,S08000022,18plus,654,21,Patient and Family Related Reasons
2016-10-01,S08000022,18plus,596,19,Code 9 AWI
2016-10-01,S08000022,18plus,1020,33,Code 9 Non-AWI
2016-10-01,S08000022,18-74,910,29,All Delay Reasons
2016-10-01,S08000022,18-74,442,14,Health and Social Care Reasons
2016-10-01,S08000022,18-74,93,3,Patient and Family Related Reasons
2016-10-01,S08000022,18-74,0,0,Code 9 AWI
2016-10-01,S08000022,18-74,375,12,Code 9 Non-AWI
2016-10-01,S08000022,75plus,3601,116,All Delay Reasons
2016-10-01,S08000022,75plus,1799,58,Health and Social Care Reasons
2016-10-01,S08000022,75plus,561,18,Patient and Family Related Reasons
2016-10-01,S08000022,75plus,596,19,Code 9 AWI
2016-10-01,S08000022,75plus,645,21,Code 9 Non-AWI
2016-10-01,S08000024,18plus,10065,325,All Delay Reasons
2016-10-01,S08000024,18plus,8880,286,Health and Social Care Reasons
2016-10-01,S08000024,18plus,68,2,Patient and Family Related Reasons
2016-10-01,S08000024,18plus,878,28,Code 9 AWI
2016-10-01,S08000024,18plus,239,8,Code 9 Non-AWI
2016-10-01,S08000024,18-74,3149,102,All Delay Reasons
2016-10-01,S08000024,18-74,2659,86,Health and Social Care Reasons
2016-10-01,S08000024,18-74,17,1,Patient and Family Related Reasons
2016-10-01,S08000024,18-74,316,10,Code 9 AWI
2016-10-01,S08000024,18-74,157,5,Code 9 Non-AWI
2016-10-01,S08000024,75plus,6916,223,All Delay Reasons
2016-10-01,S08000024,75plus,6221,201,Health and Social Care Reasons
2016-10-01,S08000024,75plus,51,2,Patient and Family Related Reasons
2016-10-01,S08000024,75plus,562,18,Code 9 AWI
2016-10-01,S08000024,75plus,82,3,Code 9 Non-AWI
2016-10-01,S08000025,18plus,58,2,All Delay Reasons
2016-10-01,S08000025,18plus,51,2,Health and Social Care Reasons
2016-10-01,S08000025,18plus,7,0,Patient and Family Related Reasons
2016-10-01,S08000025,18plus,0,0,Code 9 AWI
2016-10-01,S08000025,18plus,0,0,Code 9 Non-AWI
2016-10-01,S08000025,18-74,3,0,All Delay Reasons
2016-10-01,S08000025,18-74,0,0,Health and Social Care Reasons
2016-10-01,S08000025,18-74,3,0,Patient and Family Related Reasons
2016-10-01,S08000025,18-74,0,0,Code 9 AWI
2016-10-01,S08000025,18-74,0,0,Code 9 Non-AWI
2016-10-01,S08000025,75plus,55,2,All Delay Reasons
2016-10-01,S08000025,75plus,51,2,Health and Social Care Reasons
2016-10-01,S08000025,75plus,4,0,Patient and Family Related Reasons
2016-10-01,S08000025,75plus,0,0,Code 9 AWI
2016-10-01,S08000025,75plus,0,0,Code 9 Non-AWI
2016-10-01,S08000026,18plus,60,2,All Delay Reasons
2016-10-01,S08000026,18plus,60,2,Health and Social Care Reasons
2016-10-01,S08000026,18plus,0,0,Patient and Family Related Reasons
2016-10-01,S08000026,18plus,0,0,Code 9 AWI
2016-10-01,S08000026,18plus,0,0,Code 9 Non-AWI
2016-10-01,S08000026,18-74,0,0,All Delay Reasons
